pid,BQ2,BQ3_n2,BQ4,B3,B5_1,B5_2,B5_3,B5_4,B5_5,E5_1,E5_2,E5_3,E5_4,I1_1,I1_2,I1_3,I1_4,I1_5,I1_6,I1_7,J1_1,J1_2,J1_3,J1_4,J1_5,J1_6,J1_7,J2_1,J2_2,J2_3,J2_4,J2_5,J2_6,J2_7,J2_8,J2_9,J2_10,K1,L1_1,L1_2,L1_3,L1_4,L1_5,L1_6,L1_7,M1_1,M1_2,M1_3,M1_4,M1_5,M1_6,M1_7,M1_8,M1_9,M1_10,M1_11,M1_12,M2_1,M2_2,M2_3,M2_4,M2_5,BQ7,BQ9,BQ12_1,BQ12_2
427022,1,6,4,2,5,5,5,5,5,2,3,3,3,7,7,7,5,4,3,4,100,50,0,0,0,25,0,1,1,1,1,1,1,1,2,2,2,5,6,4,5,5,2,4,3,6,7,6,6,6,6,6,6,6,6,6,4,3,3,3,3,3,1,2,2,2
427084,1,3,4,2,4,3,5,5,4,2,2,4,3,6,6,6,6,6,5,5,1,70,100,60,1,30,0,2,2,2,1,1,1,1,1,1,1,3,5,3,1,4,3,6,3,1,6,6,5,5,5,7,6,6,4,6,5,2,2,2,2,3,1,4,4,1
427257,1,6,2,2,4,3,3,5,3,3,3,3,3,7,7,5,5,5,4,4,50,50,50,50,25,50,50,2,2,2,2,2,2,2,2,2,2,3,5,4,4,4,4,4,4,4,4,4,4,4,3,4,6,5,4,4,4,3,3,3,3,3,1,2,1,1
427300,1,6,4,1,2,2,4,4,3,3,4,4,2,5,6,6,4,5,5,5,25,50,75,50,0,50,50,1,1,1,2,1,1,1,1,1,1,6,5,4,3,5,2,5,3,6,6,6,5,6,4,5,5,6,3,6,5,2,2,3,2,1,1,4,5,3
427610,1,6,2,3,4,4,5,5,2,3,3,3,4,7,7,5,4,4,4,4,75,75,75,30,0,30,50,1,1,1,1,1,1,1,2,2,2,4,6,4,5,6,6,6,5,7,6,4,5,5,4,6,6,5,6,6,5,2,2,3,3,2,1,2,4,2
427623,1,6,2,2,5,4,4,4,4,4,5,3,3,7,6,6,4,5,6,5,50,50,50,25,25,25,50,2,1,1,2,2,1,1,1,1,1,6,7,2,5,3,4,6,2,6,7,6,6,5,5,5,5,6,6,5,3,2,2,2,2,3,2,1,2,2
427746,1,4,3,3,5,5,1,5,2,5,5,4,3,4,7,6,6,7,7,7,75,75,100,75,0,50,50,1,1,1,1,1,1,1,1,1,1,5,7,6,5,5,5,6,4,7,7,7,6,4,5,5,4,5,5,6,5,1,1,1,2,1,2,1,10,1
427975,1,6,4,2,4,4,5,5,4,4,5,3,2,7,7,7,6,6,6,6,50,25,75,75,25,25,50,1,1,1,1,1,1,1,1,1,1,6,7,1,6,7,4,6,1,4,5,5,6,6,6,7,7,7,6,5,6,3,2,4,4,4,1,3,8,8
428252,2,2,3,3,4,5,4,5,5,3,3,5,2,7,6,7,5,6,6,5,55,55,50,50,50,50,50,1,1,1,1,1,1,1,1,1,1,5,5,2,5,5,1,5,3,6,4,5,5,5,5,3,5,5,3,4,5,3,2,3,3,4,2,4,5,2
430017,1,2,3,3,4,4,5,5,4,3,4,4,5,7,7,6,4,4,4,4,25,25,0,50,0,25,50,1,2,2,1,2,1,2,2,2,2,6,6,4,2,3,3,6,2,7,6,4,3,2,5,6,4,4,1,5,4,4,2,2,3,1,2,4,5,1
430512,1,3,2,1,1,1,1,1,1,4,5,3,4,1,7,4,4,4,4,3,0,50,80,0,0,0,0,2,2,2,2,2,2,2,2,2,2,7,7,7,5,5,4,7,1,5,6,6,1,1,4,7,7,7,7,7,4,2,5,4,2,1,2,1,3,1
431240,2,5,2,2,4,4,4,4,4,3,3,3,3,4,7,6,6,6,4,4,50,75,50,25,25,50,50,2,2,1,1,1,1,1,1,2,2,6,6,4,5,7,6,7,2,6,6,5,3,5,5,4,4,5,5,5,4,4,3,3,4,3,1,4,7,1
433846,1,5,4,3,4,4,3,5,4,3,2,4,3,7,4,6,4,5,5,4,80,90,50,10,20,40,50,1,1,1,1,1,1,1,1,1,1,5,6,6,4,5,7,6,6,6,7,7,5,6,6,6,6,5,7,5,4,4,3,3,3,2,1,5,8,5
434972,1,5,6,3,5,5,5,5,1,2,2,3,4,7,7,6,6,7,6,6,25,50,50,75,50,10,10,1,1,2,2,1,1,1,1,1,2,5,4,6,5,5,4,6,5,5,6,5,6,6,5,6,5,6,6,6,6,2,2,2,2,2,1,2,8,2
435040,1,3,4,3,3,2,3,4,3,4,4,3,4,6,5,6,4,4,4,5,75,75,75,60,25,50,50,1,1,1,2,1,1,2,1,1,1,3,4,4,3,5,3,4,2,6,4,4,6,5,5,6,4,5,6,5,4,4,2,3,4,2,1,3,5,4
435447,2,5,2,4,5,5,5,5,5,5,5,5,5,7,7,7,6,7,5,1,100,24,100,0,0,0,25,1,1,1,1,1,1,1,1,1,1,2,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,1,1,3,3,1,1,3,7,8
435494,2,2,4,2,4,4,4,4,3,3,3,3,4,6,5,6,6,6,5,5,50,50,50,30,0,50,40,1,1,1,2,1,1,1,2,2,2,5,5,4,4,5,3,5,3,5,5,4,5,4,3,5,3,4,4,4,4,3,4,3,3,2,2,4,3,2
436084,1,3,4,3,3,4,4,4,3,4,3,3,3,4,4,4,4,4,4,4,50,50,60,50,30,20,20,2,2,2,2,1,2,2,1,1,2,4,4,4,4,5,5,4,4,4,5,5,4,4,5,5,4,4,4,5,5,3,3,4,3,3,1,3,6,2
436132,2,6,4,4,5,5,5,5,5,5,5,5,2,7,7,7,4,6,6,4,90,70,50,50,20,40,40,2,2,2,1,1,1,1,1,1,1,4,1,1,1,3,3,2,1,7,7,6,7,6,5,7,5,5,6,6,6,2,2,2,2,1,1,2,7,8
436189,2,2,4,3,5,4,5,5,1,4,2,4,3,7,7,7,6,7,5,5,25,50,55,50,50,50,40,2,1,1,1,1,1,1,1,1,2,2,3,5,1,6,1,6,4,6,6,5,3,5,4,4,5,6,5,7,6,1,1,2,2,1,2,4,2,1
436697,2,6,1,2,3,3,4,3,3,2,1,2,2,7,6,6,4,5,4,5,50,30,0,0,0,20,0,1,1,1,1,1,1,1,1,1,1,5,6,5,5,5,5,5,6,5,5,4,4,4,4,4,6,5,6,6,5,2,3,3,3,3,1,2,1,1
440461,2,5,4,3,5,3,5,5,3,3,4,3,4,4,4,5,4,5,5,5,50,75,50,25,0,50,0,1,2,2,2,2,2,2,2,2,2,7,7,5,3,4,3,4,5,5,6,6,5,4,4,5,5,5,6,5,6,2,2,2,2,2,1,4,7,8
441465,2,3,4,2,4,4,4,4,4,3,2,4,3,4,3,5,5,3,4,6,60,40,50,20,0,20,0,2,2,2,2,2,1,1,1,1,2,5,4,3,6,6,5,3,2,5,4,6,6,4,3,5,3,3,5,4,3,2,3,3,4,3,1,3,3,3
442963,1,2,2,2,4,3,2,4,2,4,4,2,2,5,5,4,3,4,4,3,75,50,75,25,40,50,50,2,2,1,1,2,1,2,2,2,2,5,3,3,3,3,3,3,3,5,5,4,5,5,5,5,5,5,5,5,4,4,2,4,4,2,2,3,3,1
443222,1,2,3,2,1,2,2,2,2,4,4,3,3,3,3,3,4,5,3,3,50,50,60,50,40,50,30,1,1,1,1,1,1,1,1,1,1,5,4,2,6,4,4,4,6,6,3,6,2,4,6,3,4,4,6,2,3,4,2,3,4,4,2,4,4,2
445409,2,3,4,1,2,2,4,4,3,4,3,3,4,6,6,7,4,5,4,5,25,50,50,50,25,25,25,2,1,1,2,1,1,1,2,1,1,6,6,3,1,6,3,7,2,2,6,4,1,5,2,4,4,5,3,4,4,2,2,2,2,1,2,3,7,2
445572,1,5,2,3,4,4,3,3,4,4,4,4,4,7,7,7,7,5,7,7,70,80,90,80,50,70,60,1,1,1,1,1,1,1,1,1,1,5,7,6,4,6,5,6,4,6,6,6,4,5,5,7,7,7,7,7,7,3,3,2,1,2,2,1,4,2
445653,2,3,4,2,4,4,5,5,3,4,4,3,3,7,7,6,4,4,5,4,25,50,50,50,50,25,25,2,1,1,1,1,1,1,2,1,1,5,6,3,2,4,1,6,4,6,7,6,5,5,4,4,3,4,3,5,5,2,2,2,2,1,2,1,5,4
447603,1,2,3,2,3,3,3,2,4,3,4,5,3,6,4,4,4,5,6,6,10,50,70,0,0,0,0,1,1,1,1,1,1,1,1,1,1,5,4,5,4,5,4,6,4,4,5,3,4,6,6,6,3,5,4,6,6,3,4,5,3,4,2,4,7,4
448780,1,2,3,3,3,4,5,4,3,3,3,4,3,5,7,6,5,7,6,4,75,70,75,60,50,50,50,1,1,1,1,1,1,1,1,1,1,5,5,5,6,5,5,4,5,5,6,5,6,4,5,5,4,6,5,6,5,3,3,2,2,2,2,4,5,4
451817,1,3,4,2,4,4,3,3,2,4,3,3,4,6,6,6,3,4,4,4,20,30,60,30,20,20,20,1,1,1,1,1,1,1,2,1,1,5,2,4,2,2,2,4,5,5,6,5,2,4,3,5,3,3,4,3,4,2,2,3,3,2,1,4,8,1
451830,1,6,2,3,5,5,5,5,5,3,3,3,2,7,6,6,5,4,4,4,15,15,20,15,15,15,15,2,2,2,2,2,1,1,2,1,1,4,7,4,5,5,4,4,4,6,7,7,6,6,7,6,6,6,7,5,4,2,3,3,2,2,2,2,2,1
455455,1,2,3,2,2,4,4,4,2,2,4,3,3,7,7,6,6,6,6,6,50,50,50,50,0,50,40,2,1,1,1,2,2,2,1,1,1,6,4,3,3,5,3,4,3,3,5,4,3,3,5,5,4,5,3,5,5,2,2,2,2,2,2,5,5,1
456063,2,2,4,2,2,2,5,5,2,4,4,1,5,3,5,2,2,5,5,5,50,50,50,50,50,50,50,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,2,7,3,3,5,5,3,3,4,2,5,4,2,2,2,2,2,2,1,2,1
456169,2,4,4,3,4,5,3,4,4,2,2,3,3,6,6,6,4,5,5,4,50,50,50,25,0,25,50,2,2,2,2,2,1,2,2,2,2,6,5,3,2,6,1,4,2,6,6,4,3,2,2,4,3,6,6,4,3,3,2,4,2,3,1,4,5,1
456217,2,6,4,2,5,5,5,5,5,3,3,3,3,7,7,7,4,6,7,7,75,80,70,60,0,50,50,2,2,1,1,1,1,1,2,2,2,2,4,5,4,5,3,3,4,6,7,6,6,7,4,6,6,7,7,7,4,2,2,1,1,1,1,3,7,1
457163,1,4,2,5,4,4,3,4,3,4,3,4,4,7,7,7,6,6,1,7,75,75,50,50,50,75,50,1,1,2,2,2,2,1,2,2,2,4,7,5,2,3,4,7,7,6,7,7,6,4,6,5,6,6,7,6,6,2,1,3,3,1,2,3,6,1
459504,2,5,6,4,5,5,5,5,5,1,1,4,3,7,7,7,6,6,7,7,80,90,70,80,80,80,70,2,2,2,1,1,1,1,2,2,2,1,3,5,1,2,3,4,2,5,6,6,5,5,2,7,5,6,5,5,4,1,1,1,3,4,1,4,8,6
460161,2,2,4,3,4,4,3,5,3,3,4,3,3,5,6,5,1,5,2,3,30,70,25,40,50,40,45,2,2,2,2,2,1,1,1,1,2,2,5,3,2,3,1,4,3,6,6,6,5,5,3,5,5,6,2,5,4,3,2,2,3,4,2,3,5,4
460488,2,6,4,4,5,5,5,5,5,2,2,2,2,7,7,7,5,6,7,7,75,100,75,50,25,25,25,2,2,2,1,2,1,1,2,1,1,2,5,7,5,5,6,6,5,7,7,7,2,5,5,6,5,7,7,6,7,2,1,1,2,2,1,2,3,4
463527,2,6,2,2,4,4,3,3,4,4,4,3,3,7,6,5,5,5,5,5,50,50,50,50,0,25,50,2,2,2,2,1,1,1,1,1,1,6,5,4,4,5,4,4,5,5,5,5,5,4,3,3,3,3,2,4,2,2,2,2,4,2,1,3,4,3
463642,1,4,4,2,4,2,1,5,2,2,2,3,3,7,6,6,4,5,4,4,60,75,90,80,50,50,50,1,1,1,1,2,1,2,1,1,1,6,6,2,5,5,2,4,2,7,6,6,4,5,2,5,5,5,5,5,5,2,1,3,3,1,2,3,5,1
464289,2,3,2,3,4,3,4,4,3,3,3,2,3,5,5,4,3,4,3,4,50,50,50,50,50,50,50,2,1,1,1,1,1,2,2,2,2,4,4,4,4,5,3,5,4,6,6,5,5,5,4,5,5,5,5,5,4,2,2,2,2,2,1,4,11,4
464385,1,2,4,2,2,2,2,3,3,4,3,2,3,4,3,5,4,5,5,3,50,25,50,0,0,0,0,2,1,1,1,1,1,1,1,1,1,5,5,3,3,5,4,3,4,5,4,3,4,5,4,4,5,4,4,4,5,4,3,2,4,3,2,2,5,6
465488,1,3,4,2,4,5,5,5,5,1,2,4,3,7,6,6,6,6,7,6,50,75,75,50,50,50,25,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,5,4,7,7,7,5,7,5,7,4,6,1,4,4,2,1,1,1,1,2,1,4,2
465681,2,6,2,3,3,3,3,4,3,3,3,3,3,6,6,6,4,4,4,4,25,50,50,50,25,25,25,2,1,1,1,1,1,1,1,1,1,5,4,4,4,4,5,4,4,4,4,4,4,5,4,4,5,4,5,4,5,3,3,3,3,4,1,3,3,2
467126,2,6,2,2,4,2,5,5,3,2,3,3,3,6,6,6,5,5,4,4,25,75,50,25,0,0,25,1,1,1,1,1,1,1,1,1,1,4,6,6,5,5,6,5,6,6,6,6,6,6,6,4,4,5,6,5,4,2,3,2,2,2,1,5,6,5
467253,1,4,4,4,5,5,5,5,5,5,5,4,1,6,7,7,2,6,4,5,75,20,40,40,0,0,20,2,1,1,1,1,1,1,1,1,1,6,4,4,4,5,2,4,2,4,6,6,4,5,4,3,3,5,5,4,4,3,2,2,2,3,2,3,5,6
468304,2,2,5,3,3,3,4,4,4,2,1,4,3,7,7,7,4,6,7,6,25,100,0,25,0,0,25,1,2,1,2,1,1,2,1,2,2,5,4,3,1,5,4,5,6,5,5,4,2,4,2,5,3,2,5,5,3,1,1,2,3,1,2,5,3,4
468553,1,2,3,2,4,2,4,5,4,4,3,4,4,6,6,4,3,6,5,2,50,75,25,10,40,40,40,1,1,1,1,1,1,1,1,1,1,6,3,1,1,2,2,6,2,2,6,4,7,6,6,6,7,6,2,5,5,2,2,2,2,5,2,2,6,1
471624,2,4,4,2,4,4,5,5,4,3,2,4,4,7,7,7,4,7,6,4,75,50,50,50,50,50,0,2,2,2,2,2,1,1,2,2,2,5,2,6,1,1,1,2,6,5,7,5,6,4,4,4,4,4,7,7,7,4,1,2,3,3,1,3,4,2
475163,1,6,2,3,3,2,4,4,3,2,3,2,3,6,6,6,4,4,3,5,50,75,60,5,0,30,10,1,2,2,2,1,1,1,2,2,1,4,7,5,5,6,6,7,6,5,5,6,6,5,5,6,6,6,6,6,5,2,2,2,1,1,1,4,3,3
475265,1,6,2,3,4,3,4,4,5,3,3,4,3,6,6,6,6,6,4,4,75,75,50,50,25,25,25,1,1,1,1,1,2,2,2,1,2,6,5,5,5,5,5,5,5,6,6,6,4,5,4,5,5,5,5,5,5,2,2,2,2,2,1,3,3,3
475568,2,5,2,3,4,4,4,4,4,3,3,3,3,5,5,5,5,5,5,5,20,30,20,10,0,10,10,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,1,3,6,3
475679,2,5,4,3,4,4,5,5,4,2,2,4,3,6,7,6,5,6,6,5,80,70,70,60,60,60,60,2,1,1,1,1,1,2,1,1,1,5,5,2,2,5,2,6,4,6,7,7,7,5,5,6,6,7,6,5,4,2,3,2,2,2,1,3,5,3
476055,2,3,2,3,3,3,5,5,5,3,4,4,4,7,6,7,6,6,6,6,50,75,75,50,0,25,0,1,1,1,1,1,1,1,2,1,1,6,6,5,3,4,2,6,5,6,6,6,6,6,6,6,6,7,7,6,6,2,2,2,2,1,1,3,1,4
476928,1,3,1,1,2,2,3,3,3,3,4,3,2,4,6,5,4,6,5,4,50,50,60,70,60,50,40,2,2,2,1,1,2,1,1,1,1,5,5,4,3,6,5,2,1,5,6,4,5,3,6,4,7,5,4,5,3,3,4,2,4,3,2,2,1,1
477018,2,2,3,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,1,1,1,1
478069,1,2,3,2,3,2,2,5,2,2,4,3,3,7,5,6,4,6,4,2,50,75,25,50,100,50,50,1,1,1,1,1,1,1,1,1,1,7,3,1,1,2,1,1,1,5,7,4,5,3,3,6,6,6,4,4,5,1,1,1,1,2,2,4,4,2
478383,1,3,4,1,4,3,4,4,3,2,2,2,2,6,6,5,5,6,6,6,30,50,40,30,0,50,50,1,1,1,1,1,1,1,2,2,2,6,3,5,5,4,3,5,4,5,5,5,5,6,5,5,5,5,5,5,5,4,3,3,4,4,1,3,6,1
479593,2,6,2,2,3,3,2,3,2,3,5,2,3,2,6,3,2,6,5,3,40,50,50,50,5,15,20,1,1,1,1,1,1,1,1,1,1,6,3,1,1,5,2,5,5,6,7,6,5,5,4,5,4,6,5,5,4,2,2,2,3,2,1,2,3,9
481212,1,5,2,3,4,4,4,4,4,2,2,4,3,7,6,6,6,5,5,5,28,70,70,50,10,40,50,1,1,1,1,1,1,1,1,1,1,6,5,4,5,5,4,6,5,4,6,6,5,5,4,5,5,5,6,5,5,2,2,2,2,1,1,4,7,6
481359,1,4,4,3,3,3,2,4,4,4,2,5,2,7,6,5,4,5,6,6,75,50,60,50,50,40,50,1,1,1,1,1,1,1,2,1,1,1,7,4,5,5,3,5,3,7,5,6,5,6,6,6,4,6,5,5,6,2,1,2,2,3,2,1,4,2
481526,2,6,2,4,3,4,4,5,4,4,4,3,4,7,6,6,3,4,4,5,10,80,30,0,0,20,0,1,1,1,1,1,1,1,1,1,1,3,7,1,5,6,6,6,4,7,6,7,5,4,4,4,5,5,5,4,4,4,2,4,4,3,1,2,4,5
483002,1,2,2,2,2,4,5,5,1,3,4,2,3,4,4,5,4,4,4,5,75,50,75,50,25,50,50,2,1,1,1,1,1,2,1,1,2,4,4,5,4,4,4,4,5,4,4,4,5,4,5,4,4,5,4,5,4,3,3,3,3,3,2,2,4,6
483962,2,2,4,3,4,3,4,4,4,3,4,4,3,7,6,6,4,4,3,6,30,30,50,20,0,10,10,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,2,2,2,2,2,2,2,4,1
484638,2,6,1,2,3,3,4,4,3,3,4,4,3,7,6,6,4,5,6,4,40,60,70,50,30,20,50,1,1,1,1,1,1,1,1,1,1,3,5,5,3,3,3,5,3,5,5,6,3,5,3,5,4,4,5,3,3,2,2,2,2,2,1,5,5,6
485181,1,2,3,3,4,4,4,5,4,4,5,4,4,7,7,7,2,7,6,7,30,50,50,50,50,50,50,1,1,1,1,1,1,1,1,1,1,5,7,6,2,4,1,7,5,4,6,6,6,5,3,5,6,7,6,4,5,2,2,2,2,3,2,5,4,3
485302,1,2,4,2,2,2,3,3,2,3,3,3,2,6,5,5,2,4,4,4,50,50,50,50,50,50,50,2,1,1,1,1,1,2,1,1,2,5,3,3,2,3,3,4,2,4,5,4,4,5,6,4,4,4,5,4,4,4,2,3,3,4,2,1,3,1
485392,1,6,4,3,4,4,3,4,3,3,3,4,3,6,6,4,3,5,4,5,60,70,50,50,25,30,30,1,2,2,2,1,1,2,2,2,2,6,5,4,2,3,3,3,3,5,5,4,4,5,4,6,5,6,6,6,6,2,2,2,2,3,1,4,4,4
485657,1,2,3,3,4,4,1,5,4,4,5,4,2,7,7,7,4,5,4,5,25,20,75,40,15,25,50,1,1,1,1,2,1,1,1,1,1,6,1,1,1,3,5,5,5,6,7,5,5,2,5,6,3,4,5,7,6,2,1,1,1,1,2,1,11,8
487458,1,5,6,3,3,3,3,3,3,2,4,4,4,5,6,6,4,4,4,4,25,25,75,25,25,25,25,2,2,1,1,1,1,1,2,2,2,5,6,6,5,6,2,6,5,5,4,4,4,4,5,5,5,4,5,4,3,4,3,3,3,2,1,4,4,1
488308,2,4,4,2,3,3,4,4,3,2,2,4,2,7,6,7,5,7,6,5,20,80,50,50,40,40,50,1,1,1,1,1,1,2,2,1,2,6,3,3,2,3,2,2,1,7,6,6,3,4,3,6,5,6,1,3,3,2,2,2,2,2,1,2,8,9
488566,2,6,2,3,4,5,4,4,5,3,3,5,2,7,7,7,5,5,5,5,100,50,50,10,10,10,0,2,1,1,1,2,2,1,1,1,1,5,5,5,5,5,5,6,5,7,7,7,6,7,7,4,4,5,7,2,2,3,3,2,2,2,1,3,8,6
488964,2,4,2,3,3,3,3,3,3,4,5,3,3,4,4,4,4,4,4,4,50,50,50,0,0,20,40,1,1,1,1,1,2,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,3,4,3
489007,2,4,2,2,4,5,5,4,4,4,4,3,4,6,7,6,6,6,6,6,75,50,75,50,0,25,0,1,1,1,1,1,1,1,2,2,2,3,5,6,6,7,1,6,5,7,6,7,5,4,1,6,5,5,7,6,3,2,1,2,2,1,1,5,3,1
489030,1,3,2,3,4,3,4,5,3,4,4,1,3,4,5,4,3,3,3,3,45,52,60,20,20,20,10,2,1,1,1,2,1,1,1,1,1,5,6,4,6,5,3,5,3,5,4,5,5,4,5,4,6,5,4,5,4,2,2,2,2,1,2,3,2,2
489147,1,5,2,1,3,3,4,5,3,3,3,4,3,7,6,6,5,6,5,5,25,50,25,50,25,50,25,1,1,2,2,1,1,1,2,2,2,3,6,5,5,6,2,6,4,4,5,5,6,6,6,6,6,6,5,6,5,2,2,2,2,2,1,4,2,1
489474,1,6,4,5,1,1,1,2,2,5,5,5,5,6,6,6,6,5,6,5,60,80,95,10,0,30,40,1,1,1,1,1,1,1,1,1,1,6,6,5,6,6,5,5,6,6,6,6,6,6,5,6,5,5,6,5,5,2,2,2,3,3,1,5,9,9
489496,2,3,6,2,3,4,5,5,5,3,4,4,2,7,6,6,4,6,2,4,50,20,20,0,0,0,10,1,1,2,2,1,1,1,2,2,2,7,7,1,1,7,7,7,4,5,6,6,2,5,5,5,4,5,6,4,5,2,2,1,1,2,2,3,5,6
489594,2,5,2,2,4,1,2,4,3,5,4,3,3,3,5,4,2,4,5,3,75,80,50,40,20,40,0,2,1,1,1,1,1,1,1,1,1,6,7,6,6,6,7,6,6,6,6,5,6,4,4,5,4,5,6,6,6,3,2,2,2,2,1,3,5,3
489742,2,5,2,4,4,3,3,4,2,3,3,3,3,6,6,6,5,6,6,6,50,60,50,50,30,50,50,2,2,2,2,2,1,1,2,2,2,6,5,5,6,5,6,6,4,6,6,4,5,6,6,6,5,5,6,5,6,4,4,5,4,4,1,2,6,5
489831,1,6,2,3,4,4,4,4,3,1,5,4,2,7,6,6,1,4,4,4,75,50,50,25,0,25,25,1,1,1,1,1,1,2,1,1,1,5,7,2,7,6,6,7,4,5,5,5,6,5,5,4,5,5,7,5,4,3,3,2,2,2,1,2,3,3
490681,1,4,4,3,5,4,3,3,2,2,2,4,3,7,6,6,4,5,4,6,25,50,50,50,50,25,50,1,1,1,1,1,1,1,2,1,1,6,7,4,5,4,3,5,4,6,5,4,5,5,5,5,5,5,7,6,5,2,2,2,2,1,1,3,6,6
490752,2,6,4,3,4,4,4,5,3,3,4,3,2,7,7,6,1,6,5,4,50,60,50,40,30,30,30,1,2,2,2,1,1,1,2,2,2,4,6,1,5,4,1,6,2,5,6,5,5,4,4,5,4,4,4,4,3,4,3,4,3,2,1,2,2,1
491444,1,5,4,3,4,4,4,4,4,3,3,3,3,4,4,4,4,3,4,4,75,50,50,50,25,50,50,1,1,1,1,1,2,1,1,1,1,4,4,4,4,5,5,5,5,4,4,4,4,3,3,3,3,3,4,4,4,3,3,2,2,3,1,3,6,3
491548,2,6,2,2,3,4,5,5,4,4,4,1,5,6,7,6,6,7,6,6,50,75,100,50,25,50,50,1,1,2,2,1,1,1,2,2,2,5,5,5,1,4,5,4,4,5,5,6,7,5,5,6,6,6,7,7,6,2,1,1,1,2,1,2,4,3
492075,2,6,1,2,4,4,4,4,4,2,3,3,2,5,6,6,6,6,5,6,75,75,25,25,0,25,0,1,1,1,1,1,1,1,1,1,1,7,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,2,2,2,2,2,1,1,1,1
492320,2,5,2,2,4,2,4,4,3,3,3,3,3,6,6,5,4,6,5,5,75,80,75,75,50,50,50,1,1,1,2,1,1,1,2,2,2,4,5,3,5,5,6,6,4,5,5,5,6,6,5,5,5,5,6,6,5,2,2,2,2,2,1,3,5,1
493533,1,5,2,3,4,4,4,4,4,3,2,3,4,6,7,6,6,6,5,5,50,50,60,30,10,30,40,1,1,1,1,1,1,1,1,1,1,6,7,6,5,7,7,7,7,2,7,7,7,6,4,7,6,4,7,5,5,2,2,3,2,1,1,2,5,1
494028,2,4,2,3,3,3,4,4,3,2,2,3,2,5,5,5,4,4,4,4,50,50,50,25,25,30,40,1,2,1,2,1,1,1,1,1,1,5,5,5,4,5,5,6,5,5,6,6,5,5,4,4,4,4,5,5,5,4,3,3,4,2,1,4,4,4
495310,2,3,2,2,4,4,4,4,4,5,4,4,4,7,7,7,7,7,7,7,40,60,50,20,50,50,30,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,6,7,7,7,6,6,4,6,6,5,5,5,3,3,3,3,3,2,3,7,1
495840,1,4,4,4,4,4,4,4,2,2,2,4,4,6,5,6,4,5,5,4,25,50,50,50,50,50,25,2,2,1,1,2,1,1,2,1,1,4,6,5,3,4,4,6,5,5,5,5,5,5,5,5,5,6,5,4,4,2,2,2,2,2,2,2,4,1
499786,1,6,2,2,1,1,5,5,3,2,2,4,3,7,7,6,4,6,6,5,80,90,50,80,0,50,50,1,1,1,1,1,1,1,1,1,1,7,7,3,5,7,7,7,7,7,5,2,6,4,4,7,5,3,2,6,7,2,1,3,2,4,1,1,5,2
501123,2,2,2,2,3,2,4,4,3,4,4,3,3,7,6,4,4,4,4,4,25,50,50,40,10,25,50,1,1,1,2,2,2,1,2,2,2,6,4,5,3,5,4,4,4,5,5,5,5,5,5,4,5,5,5,4,5,2,3,3,2,2,2,1,8,1
502432,2,4,4,3,4,4,4,3,4,3,4,2,4,6,6,5,6,6,5,5,10,20,40,10,0,10,10,1,1,1,1,1,1,1,1,1,1,5,5,5,5,6,4,5,6,6,6,5,6,5,6,5,6,5,5,5,5,2,2,2,3,2,1,4,7,3
502722,2,3,2,3,5,5,5,5,5,2,1,3,3,7,6,5,1,7,5,3,75,100,25,50,50,50,25,2,1,1,1,1,1,1,2,2,2,6,5,4,4,5,5,4,5,6,6,6,4,4,3,4,2,4,1,4,7,2,3,2,2,1,2,1,2,1
503294,1,6,2,3,4,3,4,4,4,3,3,3,3,4,5,4,4,4,4,4,60,70,70,70,0,50,50,2,2,2,2,2,2,2,2,2,2,4,6,3,1,3,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,3,1,1,4,6,2
503796,1,5,4,2,4,3,4,5,4,2,3,2,3,5,6,5,3,4,5,5,50,40,70,30,10,50,20,2,2,2,2,2,2,1,1,1,2,6,6,4,4,5,5,4,3,5,4,5,5,4,5,4,5,5,6,5,4,3,4,3,4,3,1,3,8,5
504130,2,5,2,2,5,4,5,5,4,5,5,3,3,6,6,6,4,5,6,5,75,75,50,50,50,50,50,1,1,1,1,1,1,1,2,2,2,6,5,3,2,4,3,4,4,4,4,4,4,4,4,5,5,5,5,4,4,3,2,3,3,2,1,2,4,4
504598,1,5,2,3,3,3,3,4,3,4,5,3,4,6,6,6,4,7,4,7,80,40,40,25,5,10,40,1,1,1,1,1,1,1,1,1,1,5,6,2,2,5,5,5,3,5,5,5,6,6,6,5,4,5,7,5,5,4,2,3,3,2,1,4,4,3
